"State","Locality","Beginning Of Month","New Admissions","Male","Female","Cured","Death","Default","Non-Responder","Total Discharge","Rutf Consumed","Screening","Sites","Month","Year"
"East Darfur","Abu Karinka",191,57,35,22,70,1,3,4,78,62,357,NA,"Apr","2016"
"East Darfur","Abu Karinka",169,105,64,41,81,0,2,4,87,246,357,NA,"May","2016"
"East Darfur","Abu Karinka",193,81,46,35,84,1,3,10,98,129,267,NA,"Jun","2016"
"East Darfur","Abu Karinka",177,69,31,38,34,0,0,3,37,188,109,NA,"Jul","2016"
"East Darfur","Abu Karinka",210,42,27,15,113,0,0,0,113,101,241,NA,"Aug","2016"
"East Darfur","Abu Karinka",115,53,29,24,24,0,0,0,24,34,476,NA,"Sep","2016"
"East Darfur","Abu Karinka",142,32,19,13,42,1,17,0,60,41,276,NA,"Oct","2016"
"East Darfur","Abu Karinka",120,54,20,34,63,0,3,0,66,46,474,NA,"Nov","2016"
"East Darfur","Abu Karinka",74,98,33,65,69,0,7,0,76,56.5,540,NA,"Dec","2016"
"East Darfur","Adila",95,57,23,34,38,0,4,0,42,53,154,NA,"Jan","2016"
"East Darfur","Adila",113,62,29,33,27,1,2,1,31,67,243,NA,"Feb","2016"
"East Darfur","Adila",140,74,39,35,30,0,1,0,31,91,321,NA,"Mar","2016"
"East Darfur","Adila",185,61,33,28,64,0,6,1,71,126,498,NA,"Apr","2016"
"East Darfur","Adila",182,121,68,53,57,0,7,1,65,136,470,NA,"May","2016"
"East Darfur","Adila",238,166,81,80,65,2,6,0,73,169,417,NA,"Jun","2016"
"East Darfur","Adila",332,135,72,63,164,1,11,1,177,206,704,NA,"Jul","2016"
"East Darfur","Adila",292,84,34,50,217,0,1,4,222,111,577,NA,"Aug","2016"
"East Darfur","Adila",159,65,33,32,61,0,0,0,61,98,330,NA,"Sep","2016"
"East Darfur","Adila",165,62,31,31,79,1,8,1,89,78,390,NA,"Oct","2016"
"East Darfur","Adila",144,110,52,58,119,0,0,0,119,81,664,NA,"Nov","2016"
"East Darfur","Adila",135,121,54,67,78,0,0,0,78,87,730,NA,"Dec","2016"
"East Darfur","El Firdous",0,55,34,17,0,0,0,0,0,18,55,NA,"Jan","2016"
"East Darfur","El Firdous",55,35,22,13,12,0,0,0,12,35,35,NA,"Feb","2016"
"East Darfur","El Firdous",78,32,18,14,27,0,0,0,27,32,32,NA,"Mar","2016"
"East Darfur","El Firdous",85,30,11,19,29,0,5,1,35,38,69,NA,"Apr","2016"
"East Darfur","El Firdous",81,26,16,10,59,0,0,0,59,32,0,NA,"May","2016"
"East Darfur","El Firdous",49,68,29,39,28,0,3,0,31,33,36,NA,"Jun","2016"
"East Darfur","El Firdous",85,256,133,123,44,0,16,0,60,55,46,NA,"Jul","2016"
"East Darfur","El Firdous",113,89,47,42,104,0,0,0,104,77,208,NA,"Aug","2016"
"East Darfur","El Firdous",140,73,43,30,133,2,0,0,135,70,218,NA,"Sep","2016"
"East Darfur","El Firdous",83,218,79,139,68,1,2,0,71,54,532,NA,"Oct","2016"
"East Darfur","El Firdous",239,155,68,81,157,1,8,0,166,94,518,NA,"Nov","2016"
"East Darfur","El Firdous",150,90,50,40,85,1,10,2,98,80,354,NA,"Dec","2016"
"East Darfur","Assalaya",5,8,2,6,4,0,1,0,5,4,56,NA,"Jan","2016"
"East Darfur","Assalaya",17,8,3,5,3,0,2,0,5,6,189,NA,"Feb","2016"
"East Darfur","Assalaya",21,14,3,11,3,0,0,0,3,11,120,NA,"Mar","2016"
"East Darfur","Assalaya",31,12,10,2,10,1,5,0,16,10,226,NA,"Apr","2016"
"East Darfur","Assalaya",27,26,12,14,7,0,2,0,9,25,330,NA,"May","2016"
"East Darfur","Assalaya",44,30,18,12,21,0,0,0,21,32,296,NA,"Jun","2016"
"East Darfur","Assalaya",56,23,17,6,11,1,0,0,12,27,291,NA,"Jul","2016"
"East Darfur","Assalaya",70,65,34,31,48,0,0,0,48,50,248,NA,"Aug","2016"
"East Darfur","Assalaya",94,20,10,10,41,0,0,1,42,38,253,NA,"Sep","2016"
"East Darfur","Assalaya",73,34,18,16,23,0,0,0,23,41,204,NA,"Oct","2016"
"East Darfur","Assalaya",78,71,41,30,58,0,0,0,58,62.5,360,NA,"Nov","2016"
"East Darfur","Assalaya",116,49,24,25,78,1,5,0,84,62.5,173,NA,"Dec","2016"
"East Darfur","Bahr El Arab",0,21,12,9,0,0,0,0,0,-13,53,NA,"Jan","2016"
"East Darfur","Bahr El Arab",22,12,6,6,15,0,0,0,15,23,12,NA,"Feb","2016"
"East Darfur","Bahr El Arab",20,40,24,16,13,0,0,0,13,16.5,414,NA,"Mar","2016"
"East Darfur","Bahr El Arab",47,27,12,15,35,0,0,0,35,27.5,286,NA,"Apr","2016"
"East Darfur","Bahr El Arab",39,69,28,41,22,0,0,0,22,35,386,NA,"May","2016"
"East Darfur","Bahr El Arab",85,59,29,30,50,0,0,0,50,45,192,NA,"Jun","2016"
"East Darfur","Bahr El Arab",94,53,30,23,32,0,0,0,32,56,221,NA,"Jul","2016"
"East Darfur","Bahr El Arab",114,77,37,40,71,0,0,0,71,83,303,NA,"Aug","2016"
"East Darfur","Bahr El Arab",137,59,26,33,84,0,5,0,89,65,129,NA,"Sep","2016"
"East Darfur","Bahr El Arab",106,83,41,42,71,0,2,0,73,72,455,NA,"Oct","2016"
"East Darfur","Bahr El Arab",115,71,38,33,73,0,3,0,76,65,232,NA,"Nov","2016"
"East Darfur","Bahr El Arab",110,54,24,30,62,0,0,0,62,69,227,NA,"Dec","2016"
"East Darfur","Shia'ria",0,19,7,12,10,0,3,0,13,45,193,NA,"Jan","2016"
"East Darfur","Shia'ria",102,29,11,18,42,1,0,0,43,-128,245,NA,"Feb","2016"
"East Darfur","Shia'ria",89,49,25,24,26,1,0,1,28,39,279,NA,"Mar","2016"
"East Darfur","Shia'ria",107,103,44,59,53,0,5,0,58,113,436,NA,"Apr","2016"
"East Darfur","Shia'ria",152,85,47,38,79,0,0,4,83,116,1079,NA,"May","2016"
"East Darfur","Shia'ria",149,98,50,48,56,0,2,1,59,106.41,399,NA,"Jun","2016"
"East Darfur","Shia'ria",186,138,64,74,116,0,0,0,116,142.45,397,NA,"Jul","2016"
"East Darfur","Shia'ria",213,189,75,114,177,1,1,0,179,175.5,769,NA,"Aug","2016"
"East Darfur","Shia'ria",246,123,65,59,157,0,0,0,157,201,793,NA,"Sep","2016"
"East Darfur","Shia'ria",206,54,26,28,117,0,0,0,117,75,465,NA,"Oct","2016"
"East Darfur","Shia'ria",128,43,22,21,59,0,1,0,60,67,249,NA,"Nov","2016"
"East Darfur","Shia'ria",111,17,7,10,72,0,0,0,72,47,280,NA,"Dec","2016"
"East Darfur","Yassin",60,48,24,24,51,0,4,0,55,99,144,NA,"Jan","2016"
"East Darfur","Yassin",110,114,63,51,31,0,1,0,32,91.9949999999999,227,NA,"Feb","2016"
"East Darfur","Yassin",191,127,68,59,65,0,1,0,66,94,387,NA,"Mar","2016"
"East Darfur","Yassin",250,152,76,76,89,1,1,0,91,256,548,NA,"Apr","2016"
"East Darfur","Yassin",312,239,114,125,168,0,4,0,172,261,1200,NA,"May","2016"
"East Darfur","Yassin",389,333,166,169,182,3,11,0,196,286,1326,NA,"Jun","2016"
"East Darfur","Yassin",549,365,194,171,210,11,15,1,237,366,1624,NA,"Jul","2016"
"East Darfur","Yassin",669,214,114,100,407,4,15,4,430,409,1325,NA,"Aug","2016"
"East Darfur","Yassin",440,104,58,46,253,0,8,0,261,180.5,1055,NA,"Sep","2016"
"East Darfur","Yassin",289,116,57,59,169,1,2,0,172,142.5,980,NA,"Oct","2016"
"East Darfur","Yassin",232,139,63,76,139,0,4,0,143,144,1098,NA,"Nov","2016"
"East Darfur","Yassin",235,174,97,77,174,0,5,0,179,149,990,NA,"Dec","2016"
"East Darfur","Ed Dain",109,71,40,31,90,2,4,0,96,47.3,249,NA,"Jan","2016"
"East Darfur","Ed Dain",84,88,44,44,57,2,6,0,65,48,289,NA,"Feb","2016"
"East Darfur","Ed Dain",117,120,70,50,89,5,6,0,100,70,373,NA,"Mar","2016"
"East Darfur","Ed Dain",142,338,95,105,143,3,11,0,157,95,489,NA,"Apr","2016"
"East Darfur","Ed Dain",247,262,146,116,182,3,33,0,218,130,553,NA,"May","2016"
"East Darfur","Ed Dain",355,339,192,147,446,5,16,1,468,164,707,NA,"Jun","2016"
"East Darfur","Ed Dain",317,489,275,214,315,11,18,3,347,178,712,NA,"Jul","2016"
"East Darfur","Ed Dain",475,437,275,264,516,16,46,1,579,391,1067,NA,"Aug","2016"
"East Darfur","Ed Dain",429,248,127,121,363,4,21,0,388,237,796,NA,"Sep","2016"
"East Darfur","Ed Dain",293,174,78,96,246,4,14,0,264,168,483,NA,"Oct","2016"
"East Darfur","Ed Dain",252,138,58,80,187,1,17,3,208,109,523,NA,"Nov","2016"
"East Darfur","Ed Dain",217,142,61,81,82,3,22,0,107,85,484,NA,"Dec","2016"
"Gedaref","El Fao",398,90,0,0,49,0,29,1,79,-1,0,NA,"Jan","2016"
"Gedaref","El Fao",423,51,0,0,41,1,36,0,78,13,52,NA,"Mar","2016"
"Gedaref","El Fao",405,39,2,4,69,0,354,0,423,19,85,NA,"Apr","2016"
"Gedaref","El Fao",72,56,30,24,48,0,24,1,73,11,101,NA,"May","2016"
"Gedaref","El Fao",65,159,46,58,54,1,6,1,62,7,192,NA,"Jun","2016"
"Gedaref","El Fao",0,122,57,66,65,3,39,0,107,36,311,NA,"Jul","2016"
"Gedaref","El Fao",13,10,6,4,6,0,0,0,6,9,91,NA,"Aug","2016"
"Gedaref","El Fao",102,205,118,87,123,0,46,0,169,18,466,NA,"Sep","2016"
"Gedaref","El Fao",117,79,40,39,47,0,72,0,119,18,81,NA,"Oct","2016"
"Gedaref","El Fao",103,157,66,58,58,3,77,0,138,25,0,NA,"Nov","2016"
"Gedaref","El Fao",5,11,7,9,9,0,2,0,11,2,38,NA,"Dec","2016"
"Gedaref","El Qureisha",427,103,0,0,155,0,4,1,160,0,0,NA,"Jan","2016"
"Gedaref","El Qureisha",286,144,0,0,134,5,8,0,147,114,0,NA,"Mar","2016"
"Gedaref","El Qureisha",239,174,50,65,137,1,5,0,143,132,0,NA,"Apr","2016"
"Gedaref","El Qureisha",289,198,80,78,124,1,7,4,136,202,51,NA,"May","2016"
"Gedaref","El Qureisha",55,203,94,111,108,3,2,5,118,157,30,NA,"Jun","2016"
"Gedaref","El Qureisha",185,163,99,55,87,1,3,6,97,-25,14,NA,"Jul","2016"
"Gedaref","El Qureisha",459,220,118,126,233,6,6,27,272,253,0,NA,"Aug","2016"
"Gedaref","El Qureisha",398,127,33,28,208,5,5,7,225,124,0,NA,"Sep","2016"
"Gedaref","El Qureisha",304,98,49,49,112,6,8,0,126,133,0,NA,"Oct","2016"
"Gedaref","El Qureisha",303,84,33,49,101,0,12,1,114,151,0,NA,"Nov","2016"
"Gedaref","El Qureisha",0,77,25,52,85,4,0,1,90,120,0,NA,"Dec","2016"
"Gedaref","Basunda",130,89,55,36,40,2,3,0,45,-0.5,0,NA,"Jan","2016"
"Gedaref","Basunda",175,60,31,30,64,1,0,0,65,0,0,NA,"Feb","2016"
"Gedaref","Basunda",135,78,39,39,73,0,4,1,78,32,18,NA,"Mar","2016"
"Gedaref","Basunda",133,116,54,62,46,0,3,1,50,78,212,NA,"Apr","2016"
"Gedaref","Basunda",174,68,34,34,66,1,5,1,73,51,425,NA,"May","2016"
"Gedaref","Basunda",171,139,64,75,73,1,6,0,80,80,200,NA,"Jun","2016"
"Gedaref","Basunda",271,118,70,48,102,4,12,0,118,141,298,NA,"Jul","2016"
"Gedaref","Basunda",269,154,89,68,147,1,9,0,157,102,216,NA,"Aug","2016"
"Gedaref","Basunda",262,97,44,43,79,1,7,0,87,87,212,NA,"Sep","2016"
"Gedaref","Basunda",70,48,23,25,71,1,9,0,81,14,0,NA,"Oct","2016"
"Gedaref","Basunda",108,37,22,15,32,0,6,0,38,39,0,NA,"Nov","2016"
"Gedaref","Basunda",167,104,52,50,73,0,6,0,79,111,110,NA,"Dec","2016"
"Gedaref","Eastern Galabat",0,118,0,0,30,1,10,0,41,0,0,NA,"Mar","2016"
"Gedaref","Eastern Galabat",120,188,67,119,66,2,2,1,71,24,395,NA,"Apr","2016"
"Gedaref","Eastern Galabat",256,115,65,48,67,0,12,0,79,177,351,NA,"May","2016"
"Gedaref","Eastern Galabat",140,228,119,112,122,18,10,4,154,157,1186,NA,"Jun","2016"
"Gedaref","Eastern Galabat",390,141,70,72,83,3,11,3,100,109,407,NA,"Jul","2016"
"Gedaref","Eastern Galabat",428,204,103,101,182,4,11,5,202,112,388,NA,"Aug","2016"
"Gedaref","Eastern Galabat",450,123,58,70,165,3,7,3,178,118,299,NA,"Sep","2016"
"Gedaref","Eastern Galabat",404,419,64,59,112,4,10,2,128,117,343,NA,"Oct","2016"
"Gedaref","Eastern Galabat",417,89,39,60,48,0,11,0,59,143,199,NA,"Nov","2016"
"Gedaref","Eastern Galabat",464,67,24,43,114,2,9,5,130,141,338,NA,"Dec","2016"
"Gedaref","Elbutana",52,18,8,10,24,0,3,0,27,8,0,NA,"Jan","2016"
"Gedaref","Elbutana",37,14,7,7,5,0,2,0,7,13,682,NA,"Mar","2016"
"Gedaref","Elbutana",43,13,6,7,4,0,0,5,9,11,0,NA,"May","2016"
"Gedaref","El Fashaga",181,63,12,5,63,0,0,0,63,0,0,NA,"Jan","2016"
"Gedaref","El Fashaga",54,29,8,21,9,0,0,0,9,27,188,NA,"Mar","2016"
"Gedaref","El Fashaga",74,95,37,58,20,0,0,0,20,61,297,NA,"Apr","2016"
"Gedaref","El Fashaga",149,112,51,63,67,0,19,1,87,97,425,NA,"May","2016"
"Gedaref","El Fashaga",104,249,119,130,83,3,6,5,97,129,407,NA,"Jun","2016"
"Gedaref","El Fashaga",317,179,95,85,99,2,17,0,118,174,350,NA,"Jul","2016"
"Gedaref","El Fashaga",400,104,39,65,87,0,12,0,99,111,308,NA,"Aug","2016"
"Gedaref","El Fashaga",404,63,25,38,88,0,14,0,102,125,308,NA,"Sep","2016"
"Gedaref","El Fashaga",362,61,26,36,83,2,66,3,154,108,243,NA,"Oct","2016"
"Gedaref","El Fashaga",266,55,16,21,137,0,7,0,144,116,0,NA,"Nov","2016"
"Gedaref","El Fashaga",94,60,35,25,35,0,16,0,51,31,131,NA,"Dec","2016"
"Gedaref","El Mafaza",92,34,0,0,32,0,8,0,40,0,0,NA,"Jan","2016"
"Gedaref","El Mafaza",100,58,0,0,30,1,9,0,40,7,87,NA,"Mar","2016"
"Gedaref","El Mafaza",119,77,0,0,33,1,7,1,42,0,4425,NA,"Apr","2016"
"Gedaref","El Mafaza",153,67,25,42,44,0,20,1,65,76,128,NA,"May","2016"
"Gedaref","El Mafaza",157,153,92,66,58,1,9,2,70,70.5,264,NA,"Jun","2016"
"Gedaref","El Mafaza",248,100,52,52,37,0,8,6,51,44,0,NA,"Jul","2016"
"Gedaref","El Mafaza",97,72,37,35,21,1,2,0,24,36,145,NA,"Aug","2016"
"Gedaref","El Mafaza",391,59,31,28,22,2,21,0,45,74,634,NA,"Sep","2016"
"Gedaref","El Mafaza",408,55,21,34,19,2,70,0,91,32,0,NA,"Oct","2016"
"Gedaref","El Mafaza",373,42,18,24,84,0,35,2,121,251,65,NA,"Nov","2016"
"Gedaref","El Mafaza",277,39,14,24,85,0,3,0,88,90,62,NA,"Dec","2016"
"Gedaref","El Rahad",140,47,28,19,74,0,1,0,75,0,0,NA,"Jan","2016"
"Gedaref","El Rahad",48,48,32,21,46,0,1,0,47,-6,0,NA,"Mar","2016"
"Gedaref","El Rahad",18,16,0,0,0,0,0,0,0,5,0,NA,"Apr","2016"
"Gedaref","El Rahad",181,276,130,155,153,3,3,0,159,-358,829,NA,"Jun","2016"
"Gedaref","El Rahad",285,156,94,61,283,1,9,0,293,-127,0,NA,"Jul","2016"
"Gedaref","El Rahad",154,139,53,70,176,3,6,0,185,57,257,NA,"Aug","2016"
"Gedaref","El Rahad",103,88,45,43,92,1,4,0,97,-79,0,NA,"Sep","2016"
"Gedaref","El Rahad",51,38,22,18,37,1,2,0,40,16,0,NA,"Oct","2016"
"Gedaref","El Rahad",87,46,23,30,59,1,4,0,64,151,0,NA,"Nov","2016"
"Gedaref","El Rahad",0,51,22,28,50,0,0,0,50,-100,0,NA,"Dec","2016"
"Gedaref","Gala'a El Nahal",299,117,47,70,119,2,3,3,127,0,0,NA,"Jan","2016"
"Gedaref","Gala'a El Nahal",173,141,84,64,94,0,4,2,100,74,258,NA,"Mar","2016"
"Gedaref","Gala'a El Nahal",302,188,83,108,122,0,2,3,127,79,1028,NA,"Apr","2016"
"Gedaref","Gala'a El Nahal",234,91,43,47,102,0,4,5,111,83,350,NA,"May","2016"
"Gedaref","Gala'a El Nahal",125,268,121,154,146,0,7,6,159,-145,1305,NA,"Jun","2016"
"Gedaref","Gala'a El Nahal",347,118,56,69,123,37,9,0,169,92,479,NA,"Jul","2016"
"Gedaref","Gala'a El Nahal",31,158,82,112,178,3,18,4,203,65,570,NA,"Aug","2016"
"Gedaref","Gala'a El Nahal",128,75,37,38,87,1,7,3,98,59,331,NA,"Sep","2016"
"Gedaref","Gala'a El Nahal",117,248,96,133,102,1,14,5,122,81,2852,NA,"Oct","2016"
"Gedaref","Gala'a El Nahal",442,181,78,125,115,2,8,1,126,173,2700,NA,"Nov","2016"
"Gedaref","Gala'a El Nahal",139,44,20,25,58,1,4,1,64,11,245,NA,"Dec","2016"
"Gedaref","Gedaref Town",238,156,59,39,130,3,33,0,166,0,0,NA,"Jan","2016"
"Gedaref","Gedaref Town",256,107,45,31,80,3,29,0,112,-1.5,0,NA,"Feb","2016"
"Gedaref","Gedaref Town",224,141,55,47,52,1,29,0,82,38,0,NA,"Mar","2016"
"Gedaref","Gedaref Town",190,99,52,48,74,4,39,0,117,25,2598,NA,"Apr","2016"
"Gedaref","Gedaref Town",164,25,11,14,16,0,4,0,20,21,137,NA,"May","2016"
"Gedaref","Gedaref Town",208,200,99,123,85,27,83,1,196,29,5,NA,"Jun","2016"
"Gedaref","Gedaref Town",122,216,131,92,92,2,86,1,181,49,105,NA,"Jul","2016"
"Gedaref","Gedaref Town",160,258,134,124,123,6,90,0,219,63,0,NA,"Aug","2016"
"Gedaref","Gedaref Town",151,41,18,23,40,0,5,0,45,30,14,NA,"Sep","2016"
"Gedaref","Gedaref Town",160,102,39,64,61,8,54,1,124,34,10,NA,"Oct","2016"
"Gedaref","Gedaref Town",174,104,65,42,64,1,56,1,122,37,0,NA,"Nov","2016"
"Gedaref","Western Galabat",109,72,31,41,85,0,9,1,95,0,0,NA,"Jan","2016"
"Gedaref","Western Galabat",88,64,21,43,48,0,12,0,60,10,0,NA,"Feb","2016"
"Gedaref","Western Galabat",93,97,0,0,60,0,6,0,66,45,0,NA,"Mar","2016"
"Gedaref","Western Galabat",124,176,81,95,91,0,16,0,107,95,1271,NA,"Apr","2016"
"Gedaref","Western Galabat",186,138,69,74,141,1,8,0,150,146,70,NA,"May","2016"
"Gedaref","Western Galabat",128,146,73,83,131,0,13,0,144,79,6972,NA,"Jun","2016"
"Gedaref","Western Galabat",178,89,40,49,141,2,9,2,154,146,63,NA,"Jul","2016"
"Gedaref","Western Galabat",137,142,57,85,95,2,13,9,119,155,52,NA,"Aug","2016"
"Gedaref","Western Galabat",142,77,41,36,104,1,8,1,114,77,69,NA,"Sep","2016"
"Gedaref","Western Galabat",110,94,34,71,115,0,8,1,124,74,52,NA,"Oct","2016"
"Gedaref","Western Galabat",23,57,15,37,52,0,0,0,52,54,0,NA,"Nov","2016"
"Gedaref","Western Galabat",124,114,53,63,79,0,3,1,83,197,862,NA,"Dec","2016"
"Gedaref","Middle Geddaref Town",31,12,5,6,13,0,2,0,15,0,0,NA,"Jan","2016"
"Gedaref","Middle Geddaref Town",29,6,4,2,8,0,3,1,12,14,0,NA,"Mar","2016"
"Gedaref","Middle Geddaref Town",23,35,11,6,12,0,0,2,14,18,0,NA,"Apr","2016"
"Gedaref","Middle Geddaref Town",44,7,4,3,10,0,0,0,10,18,50,NA,"May","2016"
"Gedaref","Middle Geddaref Town",13,30,16,14,8,0,7,1,16,15,16,NA,"Jun","2016"
"Gedaref","Middle Geddaref Town",32,14,5,10,6,0,0,0,6,16,44,NA,"Jul","2016"
"Gedaref","Middle Geddaref Town",55,17,3,4,15,0,7,0,22,17,40,NA,"Aug","2016"
"Gedaref","Middle Geddaref Town",50,14,5,9,10,0,0,0,10,11,13,NA,"Sep","2016"
"Gedaref","Middle Geddaref Town",54,45,26,26,7,0,1,0,8,21,0,NA,"Oct","2016"
"Gedaref","Middle Geddaref Town",65,6,3,3,12,0,0,0,12,11,0,NA,"Nov","2016"
"Gedaref","Middle Geddaref Town",11,14,5,3,9,0,0,0,9,8,0,NA,"Dec","2016"
"Kassala","Rural Khashm Elgirba",177,69,24,43,86,0,10,0,96,42,2348,NA,"Jan","2016"
"Kassala","Rural Khashm Elgirba",150,101,36,65,58,0,7,0,65,-4,465,NA,"Feb","2016"
"Kassala","Rural Khashm Elgirba",186,92,46,51,83,0,5,0,88,20,1576,NA,"Mar","2016"
"Kassala","Rural Khashm Elgirba",184,88,37,41,82,0,2,0,84,40,2419,NA,"Apr","2016"
"Kassala","Rural Khashm Elgirba",189,66,27,34,98,1,2,0,101,22,3186,NA,"May","2016"
"Kassala","Rural Khashm Elgirba",162,77,34,43,52,0,3,1,56,25,971,NA,"Jun","2016"
"Kassala","Rural Khashm Elgirba",184,73,31,42,89,3,0,0,92,4,3109,NA,"Jul","2016"
"Kassala","Rural Khashm Elgirba",163,151,76,76,52,0,0,0,52,0,6648,NA,"Aug","2016"
"Kassala","Rural Khashm Elgirba",248,101,40,62,73,4,2,0,79,0,3382,NA,"Sep","2016"
"Kassala","Rural Khashm Elgirba",267,71,39,38,140,3,7,0,150,41,3003,NA,"Oct","2016"
"Kassala","Rural Khashm Elgirba",153,79,70,42,65,1,1,0,67,35,6066,NA,"Nov","2016"
"Kassala","Rural Khashm Elgirba",189,77,35,42,78,0,0,0,78,43,2672,NA,"Dec","2016"
"Kassala","Rural Aroma",183,204,97,106,80,0,3,0,83,128.45,1091,NA,"Jan","2016"
"Kassala","Rural Aroma",301,214,106,109,120,0,1,0,121,125.38,1417,NA,"Feb","2016"
"Kassala","Rural Aroma",403,167,77,104,217,0,3,0,220,143.574,623,NA,"Mar","2016"
"Kassala","Rural Aroma",352,165,73,103,236,0,0,0,236,167.812,452,NA,"Apr","2016"
"Kassala","Rural Aroma",278,154,74,84,124,0,5,0,129,123.916,472,NA,"May","2016"
"Kassala","Rural Aroma",295,128,51,79,155,0,3,0,158,146.3344,1396,NA,"Jun","2016"
"Kassala","Rural Aroma",276,123,54,82,142,0,2,0,144,134.0736,210,NA,"Jul","2016"
"Kassala","Rural Aroma",258,146,73,80,98,0,0,1,99,108.97,610,NA,"Aug","2016"
"Kassala","Rural Aroma",318,138,70,73,82,0,0,0,82,110.33,269,NA,"Sep","2016"
"Kassala","Rural Aroma",375,178,76,94,178,0,1,0,179,169.216,370,NA,"Oct","2016"
"Kassala","Rural Aroma",368,119,50,72,155,0,0,0,155,141.364,193,NA,"Nov","2016"
"Kassala","Rural Aroma",344,163,51,72,154,0,0,0,154,167.98,394,NA,"Dec","2016"
"Kassala","New Halfa",173,177,83,94,104,0,10,0,114,36,0,NA,"Jan","2016"
"Kassala","New Halfa",225,181,89,92,169,0,1,0,170,50,0,NA,"Feb","2016"
"Kassala","New Halfa",233,188,81,113,128,0,3,0,131,51,0,NA,"Mar","2016"
"Kassala","New Halfa",288,184,95,85,97,0,8,0,105,58,0,NA,"Apr","2016"
"Kassala","New Halfa",355,170,87,83,165,0,3,0,168,27,0,NA,"May","2016"
"Kassala","New Halfa",352,212,101,111,149,0,9,0,158,46,169,NA,"Jun","2016"
"Kassala","New Halfa",385,190,60,43,136,0,8,0,144,22,407,NA,"Jul","2016"
"Kassala","New Halfa",434,263,134,130,76,0,2,0,78,44,80,NA,"Aug","2016"
"Kassala","New Halfa",619,379,199,176,224,2,14,0,240,46,0,NA,"Sep","2016"
"Kassala","New Halfa",754,291,135,158,422,0,25,0,447,39,0,NA,"Oct","2016"
"Kassala","New Halfa",589,259,123,136,243,0,18,0,261,40,69,NA,"Nov","2016"
"Kassala","New Halfa",685,190,92,98,143,0,24,0,167,54,2458,NA,"Dec","2016"
"Kassala","Refi Hamashkureib",457,65,25,40,85,1,3,0,89,40,305,NA,"Jan","2016"
"Kassala","Refi Hamashkureib",433,90,40,50,47,0,0,0,47,49.63,0,NA,"Feb","2016"
"Kassala","Refi Hamashkureib",476,111,48,63,131,1,2,0,134,35.37,0,NA,"Mar","2016"
"Kassala","Refi Hamashkureib",453,120,55,65,112,0,4,5,121,101,0,NA,"Apr","2016"
"Kassala","Refi Hamashkureib",67,128,55,73,96,0,0,0,96,50,0,NA,"May","2016"
"Kassala","Refi Hamashkureib",90,140,59,84,93,0,3,0,96,102,711,NA,"Jun","2016"
"Kassala","Refi Hamashkureib",134,171,71,100,93,0,0,0,93,127,696,NA,"Jul","2016"
"Kassala","Refi Hamashkureib",210,167,73,93,76,1,3,0,80,42,1049,NA,"Aug","2016"
"Kassala","Refi Hamashkureib",286,228,84,139,118,0,0,0,118,49,1107,NA,"Sep","2016"
"Kassala","Refi Hamashkureib",403,233,101,132,129,0,0,0,129,99,685,NA,"Oct","2016"
"Kassala","Refi Hamashkureib",299,205,91,109,125,0,0,0,125,54,1399,NA,"Nov","2016"
"Kassala","Refi Hamashkureib",369,158,76,82,137,0,2,0,139,104,1336,NA,"Dec","2016"
"Kassala","Kassala Town",571,144,57,87,153,4,7,5,169,92.6,0,NA,"Jan","2016"
"Kassala","Kassala Town",441,120,59,60,107,3,15,5,130,132.98,130,NA,"Feb","2016"
"Kassala","Kassala Town",493,167,66,91,109,1,17,1,128,63.52,0,NA,"Mar","2016"
"Kassala","Kassala Town",596,114,53,58,202,3,13,2,220,90,12,NA,"Apr","2016"
"Kassala","Kassala Town",450,151,66,85,86,1,8,0,95,123,0,NA,"May","2016"
"Kassala","Kassala Town",493,147,41,51,104,1,8,1,114,110,991,NA,"Jun","2016"
"Kassala","Kassala Town",537,176,90,95,207,2,30,9,248,96.6,319,NA,"Jul","2016"
"Kassala","Kassala Town",393,284,136,140,253,1,35,6,295,111.09,353,NA,"Aug","2016"
"Kassala","Kassala Town",357,475,231,238,208,3,3,3,217,151.41,249,NA,"Sep","2016"
"Kassala","Kassala Town",556,326,168,154,260,4,17,8,289,176.6,758,NA,"Oct","2016"
"Kassala","Kassala Town",502,263,122,119,343,2,6,1,352,156.6,1259,NA,"Nov","2016"
"Kassala","Kassala Town",388,146,76,69,164,0,6,6,176,127,636,NA,"Dec","2016"
"Kassala","Refi Nahr Atbara",179,38,23,17,118,0,6,2,126,14,0,NA,"Jan","2016"
"Kassala","Refi Nahr Atbara",87,54,25,29,69,0,3,0,72,21,120,NA,"Feb","2016"
"Kassala","Refi Nahr Atbara",69,99,48,51,17,0,0,0,17,23,7313,NA,"Mar","2016"
"Kassala","Refi Nahr Atbara",154,18,10,8,15,0,0,0,15,23,0,NA,"Apr","2016"
"Kassala","Refi Nahr Atbara",157,31,15,16,77,0,1,0,78,18,0,NA,"May","2016"
"Kassala","Refi Nahr Atbara",110,63,24,37,37,0,0,0,37,15,0,NA,"Jun","2016"
"Kassala","Refi Nahr Atbara",137,35,17,18,49,0,0,0,49,13,0,NA,"Jul","2016"
"Kassala","Refi Nahr Atbara",128,26,10,16,54,0,1,0,55,15,0,NA,"Aug","2016"
"Kassala","Refi Nahr Atbara",93,89,40,49,36,0,2,0,38,18,87,NA,"Sep","2016"
